datetime,Open,High,Low,Close,Volume
2022-05-31,1463.27,1470.22,1458.24,1465.57,1638337
2022-06-01,1465.73,1475.44,1461.77,1468.66,4947510
2022-06-02,1496.83,1509.0,1492.25,1498.98,3532845
2022-06-03,1519.3,1533.98,1510.07,1523.05,3400407
2022-06-06,1544.26,1572.95,1532.98,1557.74,3880308
2022-06-07,1558.89,1563.05,1544.7,1556.15,3015069
2022-06-08,1578.44,1584.69,1559.71,1573.36,1696917
2022-06-09,1583.27,1614.82,1574.0,1589.43,3195831
2022-06-10,1575.24,1586.67,1571.2,1578.73,2318195
2022-06-13,1544.51,1547.01,1535.66,1541.15,1448575
2022-06-14,1573.25,1580.91,1553.61,1565.19,1505382
2022-06-15,1549.24,1558.61,1544.83,1552.97,3328056
2022-06-16,1491.02,1505.37,1478.18,1494.48,272068
2022-06-17,1487.68,1491.49,1481.47,1485.06,4395897
2022-06-20,1538.34,1541.11,1533.0,1537.55,4403494
2022-06-21,1547.94,1555.89,1526.44,1536.97,1971685
2022-06-22,1549.17,1566.33,1538.25,1551.38,3114234
2022-06-23,1549.82,1565.27,1540.6,1552.46,1193257
2022-06-24,1576.64,1584.15,1570.98,1576.05,3457264
2022-06-27,1572.7,1579.62,1551.44,1569.57,1764915
2022-06-28,1533.67,1547.14,1521.76,1539.76,2755910
2022-06-29,1571.04,1587.87,1561.54,1570.31,3395787
2022-06-30,1560.76,1571.63,1550.83,1562.29,150227
2022-07-01,1590.7,1603.77,1564.15,1576.34,3369102
2022-07-04,1590.63,1595.82,1577.36,1589.35,952549
2022-07-05,1634.27,1648.77,1613.31,1637.44,776590
2022-07-06,1658.83,1665.67,1647.87,1655.62,3712733
2022-07-07,1626.59,1656.28,1614.8,1636.33,3392060
2022-07-08,1571.03,1580.27,1563.26,1571.66,2319668
2022-07-11,1550.75,1558.68,1547.33,1553.14,4203342
2022-07-12,1563.3,1570.38,1539.41,1560.26,1178078
2022-07-13,1556.64,1565.63,1541.2,1551.33,757337
2022-07-14,1570.66,1597.63,1553.56,1570.89,1974009
2022-07-15,1569.78,1598.14,1559.39,1577.11,4162841
2022-07-18,1562.87,1568.76,1549.17,1555.92,2095309
2022-07-19,1562.11,1579.99,1554.08,1572.5,2353479
2022-07-20,1588.21,1612.43,1581.09,1595.6,2066593
2022-07-21,1561.38,1567.33,1551.23,1556.61,2051143
2022-07-22,1538.75,1564.64,1525.75,1546.88,1052705
2022-07-25,1543.52,1560.73,1536.14,1545.82,392069
2022-07-26,1540.88,1548.61,1512.65,1528.54,4963100
2022-07-27,1499.96,1506.43,1491.39,1499.83,3146584
2022-07-28,1463.67,1482.16,1444.91,1467.79,1986536
2022-07-29,1455.72,1463.41,1435.11,1448.06,1700365
2022-08-01,1475.31,1479.7,1471.31,1475.93,3057511
2022-08-02,1456.38,1474.84,1448.59,1459.35,3407034
2022-08-03,1468.7,1489.82,1458.3,1478.89,3587478
2022-08-04,1441.5,1450.45,1426.52,1436.84,4016699
2022-08-05,1408.45,1414.57,1396.8,1405.64,2188408
2022-08-08,1459.69,1466.05,1442.02,1452.28,4335171
2022-08-09,1446.45,1474.65,1434.73,1448.51,679526
2022-08-10,1399.96,1406.49,1382.88,1393.69,4585957
2022-08-11,1358.33,1370.48,1350.98,1360.93,2939184
2022-08-12,1379.43,1387.95,1345.57,1368.11,4392868
2022-08-15,1364.28,1370.91,1355.25,1362.2,206333
2022-08-16,1355.79,1379.04,1345.14,1355.87,1034960
2022-08-17,1365.94,1373.13,1362.34,1366.72,3346774
2022-08-18,1389.57,1403.22,1367.07,1387.65,4885501
2022-08-19,1366.17,1379.99,1356.76,1373.09,4793196
2022-08-22,1397.39,1404.18,1395.41,1401.21,1623102
2022-08-23,1399.69,1405.22,1391.29,1401.02,317630
2022-08-24,1376.51,1392.37,1356.24,1373.23,415407
2022-08-25,1338.02,1342.91,1331.31,1335.46,1884317
2022-08-26,1330.4,1341.07,1317.77,1329.63,4390393
2022-08-29,1309.63,1334.81,1301.45,1317.21,2707882
2022-08-30,1284.67,1306.53,1274.1,1289.05,163270
2022-08-31,1297.85,1305.6,1290.23,1299.81,3477429
2022-09-01,1285.28,1299.84,1271.84,1288.29,1813201
2022-09-02,1283.01,1290.28,1272.4,1282.09,2535155
2022-09-05,1278.28,1292.21,1263.26,1281.31,4211386
2022-09-06,1272.04,1275.3,1266.64,1271.08,3666455
2022-09-07,1276.62,1297.85,1269.17,1286.01,1814454
2022-09-08,1291.1,1303.99,1279.1,1296.21,3912752
2022-09-09,1294.4,1316.89,1288.13,1298.93,3828072
2022-09-12,1342.73,1352.43,1335.0,1344.04,3998535
2022-09-13,1320.94,1336.82,1314.4,1329.84,4389335
2022-09-14,1364.03,1370.23,1356.33,1361.23,3356598
2022-09-15,1375.99,1381.41,1368.14,1375.86,4056087
2022-09-16,1392.53,1398.98,1383.15,1389.0,4415234
2022-09-19,1391.43,1414.2,1373.61,1387.9,4781001
2022-09-20,1375.72,1383.97,1361.17,1372.49,579178
2022-09-21,1365.26,1387.72,1355.87,1366.7,571157
2022-09-22,1415.07,1426.61,1412.0,1420.52,1955953
2022-09-23,1402.19,1416.72,1396.22,1407.2,2279974
2022-09-26,1390.46,1398.16,1379.68,1387.14,1353343
2022-09-27,1385.6,1399.46,1373.52,1384.97,1190792
2022-09-28,1351.26,1361.3,1347.61,1355.95,1656965
2022-09-29,1384.28,1394.27,1380.88,1388.83,2330667
2022-09-30,1369.83,1383.56,1358.73,1370.97,2389024
2022-10-03,1346.32,1353.84,1343.39,1348.51,4239152
2022-10-04,1360.47,1376.55,1354.71,1367.91,1803969
2022-10-05,1395.6,1402.71,1378.18,1389.96,4432491
2022-10-06,1378.9,1382.91,1371.76,1378.59,1272816
2022-10-07,1375.22,1380.96,1367.2,1374.9,377936
2022-10-10,1349.71,1385.1,1338.92,1363.35,263695
2022-10-11,1361.95,1366.57,1352.62,1360.63,2473982
2022-10-12,1346.71,1368.93,1338.83,1356.7,3053757
2022-10-13,1366.89,1374.9,1361.86,1368.34,4064866
2022-10-14,1352.13,1372.11,1346.01,1359.87,3856041
2022-10-17,1314.09,1329.78,1307.78,1316.65,773730
2022-10-18,1327.21,1340.64,1318.01,1330.11,2207681
2022-10-19,1298.46,1305.96,1293.68,1299.68,3238195
2022-10-20,1262.89,1268.83,1256.49,1264.27,2575536
2022-10-21,1256.42,1259.23,1253.73,1255.89,2400801
2022-10-24,1268.87,1281.86,1260.4,1271.76,971111
2022-10-25,1281.82,1291.54,1274.48,1285.29,2097481
2022-10-26,1284.26,1308.06,1275.73,1292.41,2404072
2022-10-27,1281.48,1297.51,1265.36,1279.94,2715653
2022-10-28,1306.06,1320.26,1302.12,1311.8,4387894
2022-10-31,1287.15,1290.6,1279.64,1285.49,2675769
2022-11-01,1288.08,1292.15,1283.54,1286.98,2690470
2022-11-02,1275.48,1289.47,1255.1,1277.51,2694995
2022-11-03,1259.67,1266.34,1241.29,1256.74,4987139
2022-11-04,1226.63,1235.48,1214.4,1221.8,2856072
2022-11-07,1236.13,1242.87,1234.39,1239.86,1204418
2022-11-08,1244.94,1255.07,1224.06,1242.99,3578240
2022-11-09,1178.7,1192.31,1173.73,1184.8,2491088
2022-11-10,1213.05,1221.01,1191.22,1211.11,3701902
2022-11-11,1223.88,1228.54,1217.44,1221.87,3949283
2022-11-14,1232.93,1240.67,1218.8,1228.73,3112770
2022-11-15,1232.25,1238.57,1222.16,1229.55,1429938
2022-11-16,1210.39,1214.39,1198.75,1207.01,1562383
2022-11-17,1162.88,1167.63,1156.27,1163.17,3785656
2022-11-18,1147.67,1154.76,1121.03,1136.39,3731134
2022-11-21,1138.18,1149.39,1123.89,1139.03,4135099
2022-11-22,1111.18,1135.08,1098.22,1115.46,3998117
2022-11-23,1119.28,1132.57,1108.91,1120.26,1633188
2022-11-24,1113.93,1130.21,1104.09,1112.32,2261819
2022-11-25,1120.44,1125.48,1114.03,1120.92,785560
2022-11-28,1109.07,1120.14,1082.93,1100.38,1209637
2022-11-29,1126.17,1129.9,1118.09,1126.06,3656969
2022-11-30,1133.25,1137.37,1128.59,1133.18,451598
2022-12-01,1162.74,1184.4,1151.58,1169.35,1835748
2022-12-02,1171.37,1187.35,1161.02,1176.58,2530325
2022-12-05,1132.41,1146.69,1125.48,1140.04,2811929
2022-12-06,1149.22,1151.97,1144.37,1148.56,969369
2022-12-07,1138.56,1146.29,1131.7,1136.56,4158532
2022-12-08,1139.91,1150.25,1131.41,1140.44,741360
2022-12-09,1184.38,1196.22,1174.82,1181.4,2835054
2022-12-12,1185.13,1194.41,1165.05,1175.81,1228318
2022-12-13,1149.81,1152.42,1143.41,1147.96,4989643
2022-12-14,1147.48,1152.6,1143.11,1146.09,4962330
2022-12-15,1179.8,1184.63,1170.64,1176.67,3106524
2022-12-16,1183.09,1186.95,1176.82,1181.12,4260047
2022-12-19,1119.33,1124.62,1101.77,1116.89,1324145
2022-12-20,1146.98,1151.79,1141.21,1144.74,2349835
2022-12-21,1152.5,1157.7,1147.72,1152.42,4776765
2022-12-22,1149.74,1156.65,1145.94,1150.29,3184902
2022-12-23,1138.11,1149.32,1126.92,1139.72,3056979
2022-12-26,1118.13,1122.87,1116.32,1120.08,1134334
2022-12-27,1104.91,1109.17,1096.37,1103.11,2457962
2022-12-28,1089.66,1098.35,1076.18,1089.09,4180040
2022-12-29,1098.06,1103.04,1096.04,1098.59,4842332
2022-12-30,1107.1,1111.77,1095.6,1101.73,365586
2023-01-02,1130.12,1135.21,1119.1,1127.47,1612645
2023-01-03,1119.88,1125.89,1107.08,1118.79,4875275
2023-01-04,1100.93,1109.05,1095.42,1100.71,3384296
2023-01-05,1122.7,1131.82,1113.18,1121.68,402029
2023-01-06,1133.08,1149.88,1113.72,1133.92,2190635
2023-01-09,1112.81,1118.5,1096.4,1104.13,2738847
2023-01-10,1114.45,1118.12,1110.88,1113.22,1631990
2023-01-11,1124.19,1129.09,1111.44,1117.18,2820636
2023-01-12,1131.14,1157.58,1120.66,1140.76,2543257
2023-01-13,1127.73,1142.22,1119.52,1129.41,1338948
2023-01-16,1131.02,1137.77,1128.88,1132.59,3362138
2023-01-17,1105.02,1118.38,1101.2,1108.0,4724531
2023-01-18,1132.55,1150.51,1116.42,1133.66,696578
2023-01-19,1165.57,1171.38,1151.99,1162.6,304680
2023-01-20,1129.53,1136.11,1127.58,1131.49,945463
2023-01-23,1118.91,1127.53,1115.71,1121.74,2116555
2023-01-24,1147.2,1165.63,1142.13,1152.28,4848921
2023-01-25,1175.04,1181.34,1172.24,1176.32,2539032
2023-01-26,1233.32,1244.35,1222.04,1234.86,3325670
2023-01-27,1228.77,1245.35,1216.54,1234.99,1442670
2023-01-30,1261.86,1271.68,1246.4,1254.57,713658
2023-01-31,1257.01,1274.62,1248.2,1265.11,2159391
2023-02-01,1261.7,1271.09,1250.85,1261.4,1541009
2023-02-02,1208.22,1233.94,1198.24,1219.58,1420275
2023-02-03,1217.3,1225.08,1194.78,1210.98,3365294
2023-02-06,1235.18,1254.27,1229.05,1239.33,3084092
2023-02-07,1258.63,1266.01,1252.65,1257.33,480292
2023-02-08,1250.33,1256.76,1244.93,1251.01,510308
2023-02-09,1293.52,1301.13,1274.94,1288.04,2337059
2023-02-10,1320.52,1324.32,1315.46,1319.51,975155
2023-02-13,1323.13,1331.38,1316.5,1322.69,1714364
2023-02-14,1317.66,1327.92,1308.8,1319.25,2727116
2023-02-15,1301.72,1309.04,1295.96,1302.76,2462572
2023-02-16,1288.78,1303.65,1271.9,1293.1,2924314
2023-02-17,1290.54,1297.42,1287.01,1292.52,4167679
2023-02-20,1301.56,1311.96,1295.47,1305.94,4156136
2023-02-21,1324.83,1330.98,1317.05,1324.54,1912864
2023-02-22,1296.77,1304.89,1288.51,1297.99,262142
2023-02-23,1293.85,1315.56,1284.12,1296.36,4426609
2023-02-24,1265.43,1282.09,1260.71,1268.62,3126685
2023-02-27,1274.95,1277.03,1268.07,1272.8,3490574
2023-02-28,1255.89,1263.42,1251.81,1256.88,1878620
2023-03-01,1289.87,1294.38,1274.94,1282.6,3512852
2023-03-02,1303.25,1312.07,1286.25,1302.12,4563843
2023-03-03,1308.18,1314.42,1298.3,1307.66,3479265
2023-03-06,1341.2,1352.38,1336.63,1346.31,4891550
2023-03-07,1323.67,1342.03,1318.36,1330.94,1237209
2023-03-08,1311.6,1319.23,1285.18,1304.48,4822374
2023-03-09,1342.06,1352.13,1321.28,1337.42,486421
2023-03-10,1390.3,1405.32,1367.12,1387.61,2680556
2023-03-13,1429.49,1442.69,1420.51,1434.74,1463491
2023-03-14,1451.4,1462.34,1447.27,1452.85,3953262
2023-03-15,1460.75,1470.7,1450.08,1459.93,3846139
2023-03-16,1465.02,1472.03,1442.27,1461.61,4636687
2023-03-17,1491.76,1511.42,1469.74,1492.3,759368
2023-03-20,1532.73,1544.77,1520.7,1529.84,3285154
2023-03-21,1570.82,1577.37,1568.19,1572.95,2941962
2023-03-22,1528.14,1541.46,1507.63,1527.52,797074
2023-03-23,1539.86,1550.65,1531.54,1539.48,4770651
2023-03-24,1496.85,1501.05,1484.23,1493.04,2035748
2023-03-27,1472.04,1480.37,1449.42,1467.78,2976609
2023-03-28,1470.78,1474.53,1466.97,1469.56,3743937
2023-03-29,1478.57,1488.63,1445.13,1464.04,2531145
2023-03-30,1441.86,1464.54,1427.98,1442.62,886922
2023-03-31,1463.24,1481.35,1445.64,1464.4,3388476
2023-04-03,1490.21,1505.57,1465.0,1483.07,2332648
2023-04-04,1458.05,1467.72,1454.83,1459.31,3572238
2023-04-05,1439.86,1446.71,1433.17,1437.64,3481689
2023-04-06,1380.13,1384.83,1374.9,1381.72,2492956
2023-04-07,1360.6,1383.74,1351.57,1363.97,725094
2023-04-10,1386.33,1396.82,1370.99,1381.33,663513
2023-04-11,1391.01,1397.58,1387.79,1391.07,1014789
2023-04-12,1384.55,1417.52,1372.54,1396.08,676649
2023-04-13,1406.03,1414.25,1396.53,1406.35,2420564
2023-04-14,1395.64,1413.35,1385.27,1400.93,409159
2023-04-17,1400.09,1427.43,1384.7,1404.09,2660738
2023-04-18,1390.71,1413.56,1384.93,1402.85,2996312
2023-04-19,1399.16,1415.19,1388.74,1400.97,4978273
2023-04-20,1374.33,1399.42,1353.89,1375.32,4161532
2023-04-21,1387.83,1398.26,1383.18,1390.04,4244780
2023-04-24,1408.92,1430.92,1401.9,1415.01,2129808
2023-04-25,1438.25,1442.95,1425.36,1431.84,3178234
2023-04-26,1453.81,1458.72,1446.38,1451.26,276167
2023-04-27,1462.67,1474.87,1454.98,1463.76,2359240
2023-04-28,1441.83,1448.79,1419.01,1434.66,1327916
2023-05-01,1487.03,1503.84,1461.4,1485.87,1286140
2023-05-02,1461.55,1466.29,1454.7,1460.94,766719
2023-05-03,1505.4,1528.22,1487.44,1513.1,4042657
2023-05-04,1548.59,1571.17,1529.36,1549.03,993272
2023-05-05,1578.93,1590.59,1565.68,1581.2,3700057
2023-05-08,1563.85,1588.34,1557.33,1571.7,3049368
2023-05-09,1543.95,1560.17,1528.13,1547.39,3844723
2023-05-10,1490.7,1513.3,1471.01,1494.65,4019190
2023-05-11,1492.52,1497.55,1480.43,1489.2,1919172
2023-05-12,1513.41,1520.94,1496.36,1507.43,1261801
2023-05-15,1541.5,1553.96,1530.48,1542.07,2149225
2023-05-16,1474.76,1484.44,1464.28,1478.1,1805703
2023-05-17,1478.19,1491.16,1443.49,1472.84,4071821
2023-05-18,1499.97,1504.14,1484.17,1493.01,3022675
2023-05-19,1500.27,1506.42,1498.62,1502.49,1790777
2023-05-22,1481.72,1497.25,1472.53,1485.06,3364081
2023-05-23,1411.69,1423.21,1400.02,1413.24,2543721
2023-05-24,1427.68,1430.23,1421.9,1425.98,1461500
2023-05-25,1422.19,1444.1,1411.73,1431.51,1629339
2023-05-26,1458.0,1460.52,1451.57,1456.16,4887334
2023-05-29,1439.7,1462.48,1433.05,1445.19,994432
2023-05-30,1423.46,1427.71,1416.17,1422.06,1124045
2023-05-31,1430.84,1443.81,1415.6,1428.54,1922623
2023-06-01,1392.38,1398.71,1379.17,1389.18,1334307
2023-06-02,1348.26,1351.83,1334.99,1344.58,159618
2023-06-05,1336.74,1343.55,1326.7,1336.23,4904145
2023-06-06,1342.83,1349.01,1332.86,1337.92,4215460
2023-06-07,1352.2,1356.2,1349.38,1352.37,4009251
2023-06-08,1334.8,1339.38,1328.04,1333.46,3300907
2023-06-09,1303.95,1327.07,1292.99,1309.81,2904224
2023-06-12,1310.44,1329.93,1301.8,1315.56,704978
2023-06-13,1328.84,1340.35,1300.99,1323.34,3707869
2023-06-14,1358.87,1370.85,1337.22,1351.5,3958924
2023-06-15,1352.86,1370.54,1336.26,1352.18,271157
2023-06-16,1304.13,1322.35,1295.62,1312.79,1710526
2023-06-19,1315.97,1325.93,1302.73,1311.16,387527
2023-06-20,1310.64,1319.43,1306.07,1313.64,1507413
2023-06-21,1320.45,1338.04,1305.07,1322.77,1484863
2023-06-22,1306.23,1319.4,1297.88,1313.03,1966122
2023-06-23,1353.52,1360.38,1338.61,1347.03,2543355
2023-06-26,1337.7,1344.55,1323.87,1332.19,4850786
2023-06-27,1344.41,1368.41,1334.91,1349.52,1995081
2023-06-28,1373.47,1382.39,1337.91,1360.57,2923386
2023-06-29,1375.31,1385.11,1351.51,1367.06,293618
2023-06-30,1342.6,1361.53,1326.92,1339.74,3764129
2023-07-03,1330.9,1341.4,1308.38,1320.91,2912967
2023-07-04,1314.26,1325.91,1296.34,1314.74,4868682
2023-07-05,1323.3,1331.69,1303.09,1321.22,2007879
2023-07-06,1333.86,1337.11,1329.47,1332.29,806220
2023-07-07,1327.8,1345.59,1320.43,1334.26,1177567
2023-07-10,1347.8,1356.84,1343.41,1348.9,4272872
2023-07-11,1346.43,1351.43,1344.54,1347.05,2772559
2023-07-12,1356.98,1361.1,1348.26,1355.24,4172408
2023-07-13,1334.13,1341.08,1314.36,1330.06,2766450
2023-07-14,1305.67,1314.15,1303.53,1309.54,3164443
2023-07-17,1333.81,1344.32,1330.24,1338.56,4570508
2023-07-18,1334.98,1362.12,1325.61,1343.08,1114157
2023-07-19,1384.84,1392.4,1376.68,1383.28,3664213
2023-07-20,1362.55,1376.18,1349.38,1366.68,952790
2023-07-21,1367.61,1385.43,1355.05,1366.03,329685
2023-07-24,1322.46,1333.23,1317.93,1325.45,3397555
2023-07-25,1350.3,1353.43,1341.05,1346.52,2736107
2023-07-26,1289.68,1303.12,1279.62,1290.07,3307134
2023-07-27,1277.09,1286.59,1274.45,1281.27,1578502
2023-07-28,1294.75,1301.41,1276.09,1287.24,717842
2023-07-31,1270.7,1281.08,1267.59,1272.86,924020
2023-08-01,1277.2,1281.23,1275.68,1278.73,2048522
2023-08-02,1267.51,1279.38,1257.63,1267.4,3730511
2023-08-03,1232.2,1239.55,1225.47,1233.83,1142971
2023-08-04,1209.92,1221.97,1201.44,1212.3,1977860
2023-08-07,1168.47,1184.35,1164.06,1175.59,1191445
2023-08-08,1186.21,1204.45,1170.91,1188.38,4100442
2023-08-09,1172.75,1196.88,1163.9,1182.34,2822443
2023-08-10,1194.71,1210.26,1177.57,1187.88,2450565
2023-08-11,1127.53,1148.12,1118.28,1131.2,1177150
2023-08-14,1136.69,1142.91,1129.57,1136.63,1546618
2023-08-15,1119.5,1135.67,1112.98,1125.03,980278
2023-08-16,1138.49,1145.09,1126.61,1136.6,1327132
2023-08-17,1125.83,1140.87,1113.75,1126.14,4572395
2023-08-18,1172.88,1188.96,1162.07,1175.4,1592710
2023-08-21,1160.95,1167.61,1139.93,1149.67,3164024
2023-08-22,1208.94,1212.32,1205.38,1208.78,4999038
2023-08-23,1196.09,1207.52,1173.23,1188.19,334500
2023-08-24,1186.23,1191.17,1184.54,1187.77,3589697
2023-08-25,1189.25,1209.55,1182.31,1198.01,2164579
2023-08-28,1210.91,1225.24,1198.92,1214.73,1621677
2023-08-29,1173.04,1176.96,1168.05,1172.13,1486866
2023-08-30,1144.34,1158.55,1123.39,1137.44,897300
2023-08-31,1064.67,1079.18,1051.57,1069.56,2744876
2023-09-01,1080.23,1084.02,1071.1,1078.14,1420161
2023-09-04,1090.16,1094.28,1086.88,1089.54,1979935
2023-09-05,1098.79,1105.52,1092.33,1098.52,1052428
2023-09-06,1081.39,1097.13,1071.97,1087.41,3161963
2023-09-07,1062.02,1075.5,1047.91,1058.95,4224802
2023-09-08,1069.9,1072.74,1063.69,1068.48,3509242
2023-09-11,1075.91,1095.84,1066.11,1076.95,2237503
2023-09-12,1096.05,1101.93,1082.26,1088.86,1970878
2023-09-13,1105.59,1112.35,1084.0,1102.94,870497
2023-09-14,1078.43,1100.37,1070.16,1084.62,4517961
2023-09-15,1106.46,1110.58,1092.28,1101.92,833813
2023-09-18,1100.53,1117.29,1093.67,1108.1,3289941
2023-09-19,1152.09,1158.25,1142.51,1147.61,440108
2023-09-20,1150.54,1163.34,1136.36,1149.7,4091804
2023-09-21,1159.76,1163.15,1150.45,1158.52,2437172
2023-09-22,1183.91,1197.09,1158.7,1178.88,1206800
2023-09-25,1190.41,1199.54,1174.59,1183.28,495787
2023-09-26,1171.46,1181.94,1164.45,1171.93,1002820
